JournalID,JournalTitle,Publisher,eissn,pissn,additionalIssns
168825,Journal on Efficiency and Responsibility in Education and Science,Czech University of Life Sciences Prague,1803-1617,2336-2375,
168965,Psychology Community & Health,PsychOpen GOLD Leibniz Institute for Psychology (ZPID),2182-438X,,
168985,Trials in Vaccinology,Elsevier,,1879-4378,
169006,International Journal of Advances in Engineering & Technology,International Association of Engineering and Technology,2231-1963,,
169125,Neurologia i Neurochirurgia Polska,VM Media Group sp. z o.o,1897-4260,0028-3843,
169249,Romanticism and Victorianism on the Net,Consortium Erudit,1916-1441,,
169326,Magazine of Civil Engineering,St. Petersburg State Polytechnical University,2071-0305,2071-4726,
169386,McGill Journal of Education / Revue des sciences de l éducation de McGill,McGill University Library and Archives,1916-0666,0024-9033,
169425,Journal of Theoretical and Applied Mechanics,"Institute of Mechanics, Bulgarian Academy of Sciences",1314-8710,1314-8710,0861-6663
169426,Koroze a ochrana materiálu,De Gruyter Poland Sp. z o.o.,1804-1213,0452-599X,
169530,Cuizine The Journal of Canadian Food Cultures,Consortium Erudit,1918-5480,,
169606,International Nano Letters,Springer-Verlag,2228-5326,2228-5326,2008-9295
169845,Current Chemistry Letters,Growing Science,1927-730X,1927-7296,
169908,Turkish Journal Of Neurology,Turk Noroloji Dernegi,1309-2545,1301-062X,
169945,The Turkish Online Journal of Design Art and Communication,"Turkish Online Journal of Design, Art and Communication",2146-5193,2146-5193,
170025,International Journal of Biomedical and Advance Research,Scholar Science Journals,2229-3809,2455-0558,
170405,International Journal of Biomedical Research,Scholar Science Journals,0976-9633,2455-0566,
170406,Pittsburgh Journal of Technology Law and Policy,"University Library System, University of Pittsburgh",2164-800X,1087-6995,
170545,International Journal of Energy and Environmental Engineering,Springer-Verlag,2251-6832,2251-6832,2008-9163
170745,Pitt Political Review,"University Library System, University of Pittsburgh",2160-5807,,
170765,Dalhousie Journal of Interdisciplinary Management,Dalhousie Journal of Interdisciplinary Management,1923-6530,,
170947,Clinical Cancer Investigation Journal,Polaris,,2278-0513,
171225,Agriculture & Food Security,Springer (Biomed Central Ltd.),2048-7010,2048-7010,
171285,Fire Science Reviews,Springer (Biomed Central Ltd.),2193-0414,2193-0414,
171946,Transplantation Research,Springer (Biomed Central Ltd.),2047-1440,2047-1440,
172046,Cilia,Springer (Biomed Central Ltd.),2046-2530,2046-2530,
172110,International Journal of Statistics and Probability,Canadian Center of Science and Education,1927-7040,1927-7032,
172185,University of Pittsburgh Law Review,"University Library System, University of Pittsburgh",1942-8405,0041-9915,
172345,Cancer and Clinical Oncology,Canadian Center of Science and Education,1927-4866,1927-4858,
172485,Geologia USP Série Científica,Universidade de São Paulo. Agência de Bibliotecas e Coleções Digitais,2316-9095,1519-874X,
172605,Romanian Journal of Diabetes Nutrition and Metabolic Diseases,De Gruyter Poland Sp. z o.o.,2284-6417,2068-8245,
172625,international journal high risk behaviors & addiction,Brieflands,2251-872X,2251-8711,
172685,Digital Journal of Ophthalmology,Digital Journal of Opthamology,1542-8958,,
173065,Cuadernos de historia (Santiago),Universidad de Chile,0719-1243,0716-1832,
173245,Journal of Interpolation and Approximation in Scientific Computing,ISPACS GmbH,2194-3907,,
173365,Brazilian Journal of Botany,Springer-Verlag,1806-9959,1806-9959,0100-8404
173605,ISRN Biochemistry,Hindawi (International Scholarly Research Network),2090-7729,,
173645,International Journal of Higher Education,Sciedu Press,1927-6052,1927-6044,
173646,Accounting and Finance Research,Sciedu Press,1927-5994,1927-5986,
173846,International Journal of Marine Science,"Sophia Publishing Group, Inc.",1927-6648,,
174046,Journal of Organization Design,Springer (Biomed Central Ltd.),2245-408X,,
174066,International Journal of Applied Linguistics & English Literature,Australian International Academic Centre,2200-3452,2200-3592,
174165,RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação,AISTI,1646-9895,1646-9895,
174326,Mathematical Sciences,Springer-Verlag,2251-7456,2251-7456,2008-1359
174385,International Journal of Plant Biology,MDPI AG,2037-0164,2037-0156,
174405,Archives of Trauma Research,Ovid Technologies (Wolters Kluwer) - Medknow Publications,2251-9599,2251-953X,
174705,Scientific Annals of Computer Science,Editura Universitatii Alexandru Ioan Cuza din Iasi,2248-2695,1843-8121,
174845,Science and Education of the Bauman MSTU,Science and Education of the Bauman MSTU,1994-0408,,
174945,International Journal of Civil and Structural Engineering,Integrated Publishing Association,0976-4399,,
174965,International Journal of Applied Science and Engineering Research,Integrated Publishing Association,2277-9442,,
174985,International Journal of Environmental Sciences,Integrated Publishing Association,0976-4402,,
175005,International Journal of Advances in Computing and Information Technology,Integrated Publishing Association,2277-9140,,
175045,Chemical Science Transactions,Chemical Science Transactions,2278-3458,2278-3318,
175425,Generics and Biosimilars Initiative Journal,Pro Pharma Communications International,2033-6772,2033-6403,
175565,Psychological Thought,Southwest University Neofit Rilski,2193-7281,,
175625,Colloquium Exactarum,Associacao Prudentina de Educacao e Cultura,2178-8332,,
175785,Journal of Parkinsonism and Restless Legs Syndrome,Dove Medical Press,1927-7733,1927-7733,
175845,Journal of Law and Commerce,"University Library System, University of Pittsburgh",2164-7984,0733-2491,
175907,Journal of History Culture and Art Research,Karabuk University,2147-0626,,
176105,Medicine Science | International Medical Journal,ScopeMed,2147-0634,2147-0634,
176106,Journal of Interdisciplinary Histopathology,ScopeMed,2146-8362,2146-8362,
176625,International Journal for Traffic and Transport Engineering,"City Net Scientific Research Center, Ltd. Belgrade",2217-5652,2217-544X,
176645,Publicatio UEPG Ciencias Sociais Aplicadas,Universidade Estadual de Ponta Grossa,2238-7560,2238-7552,
177105,Maritime Studies,Springer (Biomed Central Ltd.),2212-9790,2212-9790,1872-7859
177425,Culture & Society,Vytautas Magnus University,2029-4573,2029-4573,2335-8777
177486,Molecular Imprinting,Portico,2084-8803,,
177945,Hamdan Medical Journal,Ovid Technologies (Wolters Kluwer) - Medknow Publications,2227-247X,2227-2437,
177985,International Journal of Industrial Chemistry,Springer-Verlag,2228-5547,2228-5547,2228-5970
178165,The Internet Journal of Mental Health,"Internet Scientific Publishers, LLC",1531-2941,,
178465,Journal of Astronomical Instrumentation,World Scientific,2251-1725,2251-1717,
178565,Cross-Currents East Asian History and Culture Review,Project MUSE,2158-9674,,
178587,Journal of Theoretical and Applied Physics,Springer-Verlag,2251-7235,2251-7235,1735-9325; 2251-7227
178765,Research in Cardiovascular Medicine,Ovid Technologies (Wolters Kluwer) - Medknow Publications,2251-9580,2251-9572,
179025,Revista Brasileira de Tecnologia Aplicada nas Ciências Agrárias,GN1 Sistemas e Publicacoes Ltd.,1984-7548,1983-6325,
179506,Journal of the Siena Academy of Sciences,PAGEPress Publications,2279-8811,2279-882X,
179565,JOURNAL OF RADARS,China Science Publishing & Media Ltd.,,2095-283X,
179663,TRANS-,OpenEdition,1778-3887,1778-3887,
179687,Catalysis for Sustainable Energy,Portico,2084-6819,,
179985,Sokoto Journal of Veterinary Sciences,African Journals Online,1595-093X,1595-093X,2315-6201
180307,Respiratory Case Reports,LookUs Bilisim A.S.,2147-2475,2147-2475,
180565,DARU Journal of Pharmaceutical Sciences,Springer (Biomed Central Ltd.),,1560-8115,
180585,International Journal of Computer and Electrical Engineering,International Academy Publishing  (IAP),1793-8163,1793-8163,
180586,International Journal of Engineering and Technology,IACSIT Press,1793-8236,1793-8236,
180587,International Journal of Chemical Engineering and Applications,EJournal Publishing,2010-0221,2010-0221,
180589,International Journal of Trade Economics and Finance,EJournal Publishing,2010-023X,2010-023X,
180626,Applied & Translational Genomics,Elsevier,,2212-0661,
180645,International Journal of Environmental Science and Development,EJournal Publishing,2010-0264,2010-0264,2972-3698
180646,International Journal of Applied Physics and Mathematics,International Academy Publishing  (IAP),2010-362X,2010-362X,
180647,International Journal of Bioscience Biochemistry and Bioinformatics,International Academy Publishing  (IAP),2010-3638,2010-3638,
180648,International Journal of e-Education e-Business e-Management and e-Learning,International Academy Publishing  (IAP),2010-3654,2010-3654,
180649,International Journal of Information and Electronics Engineering,EJournal Publishing,2010-3719,2010-3719,
180650,International Journal of Information and Education Technology,EJournal Publishing,2010-3689,2010-3689,
180651,International Journal of Machine Learning and Computing,EJournal Publishing,2010-3700,2010-3700,
180652,International Journal of Modeling and Optimization,IACSIT Press,2010-3697,2010-3697,
180665,International Journal of Social Science and Humanity,EJournal Publishing,2010-3646,2010-3646,
180666,International Journal of Future Computer and Communication,EJournal Publishing,2010-3751,2010-3751,
180667,International Journal of Computer and Communication Engineering,International Academy Publishing  (IAP),2010-3743,2010-3743,
180668,International Journal of Materials Mechanics and Manufacturing,EJournal Publishing,1793-8198,1793-8198,
180669,Journal of Advances in Computer Networks,EJournal Publishing,1793-8244,1793-8244,
180670,Lecture Notes on Software Engineering,EJournal Publishing,2301-3559,2301-3559,
180671,Journal of Economics Business and Management,EJournal Publishing,2301-3567,2301-3567,2972-3981
180672,International Proceedings of Computer Science and Information Technology,IACSIT Press,,2010-460X,
180674,International Proceedings of Economics Development and Research,IACSIT Press,,2010-4626,
180945,Mäetagused,Estonian Literary Museum Scholarly Press,1406-9938,1406-992X,
181025,Cureus,"Cureus, Inc.",,2168-8184,
181245,Acción Psicológica,UNED - Universidad Nacional de Educacion a Distancia,2255-1271,1578-908X,
181346,Oncology Gastroenterology and Hepatology Reports,Manuscript Technomedia LLP,2278-8921,2348-3113,
181646,Revista Chilena de Derecho y Ciencia Política,Universidad Catolica de Temuco,0719-2150,0718-9389,
181705,Revista de Direito Internacional,Centro de Ensino Unificado de Brasilia,2237-1036,2236-997X,
182065,Viral Hepatitis Journal,Galenos Yayinevi,2147-2939,1307-9441,2147-2939
182085,Harvard Deusto Business Research,UNIE Business Research,2254-6235,,
182145,Iranian Journal of Environmental Health Science & Engineering,Springer (Biomed Central Ltd.),1735-2746,1735-2746,
182146,Journal of Diabetes & Metabolic Disorders,Springer (Biomed Central Ltd.),2251-6581,2251-6581,
182205,Idil Journal of Art and Language,Sada Institute,2147-3056,2146-9903,
182225,Finance Contrôle Stratégie,OpenEdition,2261-5512,1287-1141,
182585,Ondokuz Mayis Univ Egitim Fakultesi,Ondokuz Mayis Universitesi Egitim Fakultesi,,1300-302X,
182645,Folklore Electronic Journal of Folklore,Estonian Literary Museum Scholarly Press,1406-0949,1406-0957,
182806,Santalka filosofija komunikacija,Vilnius Gediminas Technical University,2029-6339,2029-6320,
182925,Journal of Turkish Studies,Mehmet Dursun Erdem,1308-2140,1308-2140,
183045,Nutrire,Springer (Biomed Central Ltd.),2316-7874,1519-8928,
183306,Geoscientific Instrumentation Methods and Data Systems Discussions,Copernicus GmbH,2193-0872,,
183605,Biosimilars,Dove Medical Press,2230-245X,,
184005,Oncolytic Virotherapy,Dove Medical Press,2253-1572,,
184087,International Journal of Sustainable Built Environment,Elsevier,,2212-6090,
184089,Revista Andaluza de Medicina del Deporte,Centro Andaluz de Medicina del Deporte,2172-5063,1888-7546,
184465,Journal of Comprehensive Pediatrics,Brieflands,2251-8177,2251-8150,
184907,Social Networking,"Scientific Research Publishing, Inc.",2169-3323,2169-3285,
184986,Integrating Materials and Manufacturing Innovation,Springer (Biomed Central Ltd.),2193-9772,2193-9772,2193-9764
185345,International Journal of Research in Computer Science,White Globe Publications,2249-8265,2249-8257,
185445,International Journal Of Turkish Literature Culture Education,Uluslararasi Turkce Edebiyat Kultur Egitim (TEKE) Dergisi,2147-0146,2147-0146,
185885,Galemys Spanish Journal of Mammalogy,Sociedad Espanola para la Conservacion y Estudio de los Mamiferos,2254-8408,1137-8700,
185906,Journal of Hospital Administration,Sciedu Press,1927-7008,1927-6990,
185925,Journal of Emerging Knowledge on Emerging Markets,"Kennesaw State University, Horace W. Sturgis Library",1946-651X,,
186207,Revista de Bioética y Derecho,Edicions de la Universitat de Barcelona,1886-5887,2545-6385,
186585,Business Systems Research Journal,De Gruyter Poland Sp. z o.o.,1847-9375,1847-8344,
187245,Social Sciences Directory,Social Sciences Directory Limited,,2049-6869,
187405,European Journal of General Dentistry,Georg Thieme Verlag KG,2320-4753,2278-9626,
187605,Progress in Biomaterials,Springer-Verlag,2194-0517,2194-0517,2194-0509
188085,Téoros Revue de recherche en tourisme,Consortium Erudit,1923-2705,0712-8657,
188165,Archives of Pediatric Infectious Diseases,Brieflands,2322-1836,2322-1828,
188265,The Journal of Academic Social Science Studies,ASOS Yayinevi,2147-2971,2147-2971,
188985,Evolução e Conservação da Biodiversidade,Araucaria Comunicacao Integrada,2236-3866,,
189085,Nursing and Midwifery Studies,Ovid Technologies (Wolters Kluwer) - Medknow Publications,2322-1674,2322-1488,
189086,Bonfring International Journal of Man Machine Interface,Bonfring,2277-5064,2250-1061,
189107,Revista de Administração da UFSM,Universidade Federal de Santa Maria,1983-4659,1983-4659,
189185,International Journal of Research in Ayurveda and Pharmacy,Moksha Publishing House,2229-3566,2277-4343,
189305,Food Science & Nutrition,Wiley (John Wiley & Sons),2048-7177,2048-7177,
189525,Journal of Psychiatric Nursing,Kare Publishing,,1309-3568,
189605,Health Information Science and Systems,Springer-Verlag,2047-2501,2047-2501,
189706,Revista de Negócios,Fundacao Universidade Regional de Blumenau,1980-4431,1413-3849,
190205,International Journal of Hepatobiliary and Pancreatic Diseases,"EDORIUM Journals, Pvt., Ltd.",,2230-9012,
190246,Зборник радова Економског факултета у Источном Сарајеву,National and University Library of the Republic of Srpska,1986-6690,1840-3557,
